what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1238674524678
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1238674526484
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1238674526724
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1238674539161
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1238674540150
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238674540919
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238674542186
opened,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1238674544900
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1238674544962
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1238674552406
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1238674554107
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1238674554640
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1238674557785
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1238674563202
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238674570335
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238674570421
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1238674571812
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238674573623
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238674574064
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238674577763
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238674578697
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238674581317
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238674600399
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1238674604954
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1238674605173
