what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238674923971
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238674924213
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238674924218
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238674925012
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238674946104
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238674951311
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238674952479
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238674953170
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238674954465
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238674955074
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238674956967
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238674957796
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1238674960945
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238674962837
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238674962933
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238674984720
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238675016510
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238675024595
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238675025802
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238675033997
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238675035432
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1238675042792
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1238675046610
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1238675048062
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1238675053012
