what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1238528444849
started,bundle,org.eclipse.core.filesystem,1.2.0.v20080604-1400,org.eclipse.core.filesystem,1238528448921
started,bundle,org.eclipse.jdt.apt.core,3.3.101.R34x_v20080902-1220,org.eclipse.jdt.apt.core,1238528449456
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.100.v20080407-1345,org.eclipse.jdt.apt.pluggable.core,1238528449460
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238528449507
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1238528452603
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1238528452657
closed,view,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.internal.introview,1238528452694
started,bundle,org.eclipse.ltk.core.refactoring,3.4.1.r341_v20080716-0800,org.eclipse.ltk.core.refactoring,1238528455519
started,bundle,org.eclipse.ltk.ui.refactoring,3.4.1.r341_v20080716-0800,org.eclipse.ltk.ui.refactoring,1238528455548
started,bundle,org.eclipse.compare,3.4.0.I20080604,org.eclipse.compare,1238528455801
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238528458046
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238528462191
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238528465982
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238528468811
opened,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1238528469597
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1238528469695
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1238528469737
started,bundle,org.eclipse.core.variables,3.2.100.v20080529-1300,org.eclipse.core.variables,1238528470075
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238528471500
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238528473220
opened,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1238528473288
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1238528473350
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1238528474109
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238528476732
