what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238675309255
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1238675310349
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238675313209
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238675315025
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1238675318119
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238675318444
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238675319486
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1238675323414
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238675325850
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238675326864
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238675329137
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238675331763
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1238675345206
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1238675349737
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238675352428
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238675352948
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238675353997
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238675356451
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1238675391562
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1238675394104
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1238675397178
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1238675399944
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1238675400946
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1238675401417
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1238675403278
