what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238676352657
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238676379862
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238676380749
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238676414790
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1238676433276
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238676434514
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238676435939
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1238676464369
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1238676471220
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1238676474591
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1238676479514
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.undo,1238676481119
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1238676483892
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.undo,1238676500266
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.undo,1238676502036
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1238676525468
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1238676528794
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238676540055
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238676543164
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238676578036
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238676578145
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1238676702675
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1238676707613
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238676710285
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238676712102
