what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238675536772
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238675537240
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238675538342
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238675540344
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1238675542569
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238675546164
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238675547424
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1238675553327
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1238675585239
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1238675588618
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1238675597869
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1238675603444
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238675606096
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238675606563
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238675606734
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238675608992
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1238675613838
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238675616751
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238675617503
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1238675619517
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1238675620795
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1238675625344
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1238675627535
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1238675630824
closed,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1238675630825
