what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238675914815
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238675915409
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238675915580
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238675918151
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238675918686
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238675920088
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238675920434
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238675924172
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238675929335
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238675929785
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238675929870
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238675930313
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238675930485
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238675931921
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238675935528
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238675935979
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238675936062
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238675936465
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238675936649
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238675938462
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1238675939983
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238675941162
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238675941608
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238675941785
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238675943575
