what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.team.cvs.core,3.3.101.r34x_20080827,org.eclipse.team.cvs.core,1238123358643
started,bundle,org.eclipse.team.cvs.ui,3.3.100.I20080604,org.eclipse.team.cvs.ui,1238123358644
started,bundle,org.eclipse.ui.views.log,1.0.0.v20080803-1700,org.eclipse.ui.views.log,1238123358645
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1238123362544
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238123365397
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238123443153
started,bundle,org.eclipse.compare,3.4.0.I20080604,org.eclipse.compare,1238123445232
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238123448338
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238123454648
opened,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1238123454748
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1238123454844
started,bundle,org.eclipse.ecf.presence,1.3.0.v20080916-1301,org.eclipse.ecf.presence,1238123469818
started,bundle,org.eclipse.ecf.presence.ui,1.2.0.v20080916-1301,org.eclipse.ecf.presence.ui,1238123469820
started,bundle,org.eclipse.ecf.docshare,2.0.0.v20080916-1301,org.eclipse.ecf.docshare,1238123469821
started,bundle,org.eclipse.ecf.example.collab,1.3.0.v20080916-1301,org.eclipse.ecf.example.collab,1238123469901
started,bundle,org.eclipse.ecf.provider.xmpp,2.0.100.v20080916-1301,org.eclipse.ecf.provider.xmpp,1238123470009
started,bundle,org.eclipse.ecf.filetransfer,2.0.0.v20080611-1715,org.eclipse.ecf.filetransfer,1238123470010
started,bundle,org.eclipse.ecf.provider.filetransfer.scp,2.0.0.v20080916-1301,org.eclipse.ecf.provider.filetransfer.scp,1238123470016
started,bundle,org.eclipse.ecf.provider.filetransfer.efs,1.5.0.v20080916-1301,org.eclipse.ecf.provider.filetransfer.efs,1238123470019
started,bundle,org.eclipse.ecf.provider.bittorrent,0.3.0.v20080916-1301,org.eclipse.ecf.provider.bittorrent,1238123470064
started,bundle,org.eclipse.ecf.provider.filetransfer,2.0.0.v20080611-1715,org.eclipse.ecf.provider.filetransfer,1238123470066
started,bundle,org.eclipse.ecf.provider.msn,1.2.0.v20080916-1301,org.eclipse.ecf.provider.msn,1238123470074
started,bundle,org.eclipse.ecf.provider.irc,1.3.0.v20080916-1301,org.eclipse.ecf.provider.irc,1238123470095
started,bundle,org.eclipse.ecf.provider.jmdns,2.0.0.v20080916-1301,org.eclipse.ecf.provider.jmdns,1238123470120
started,bundle,org.eclipse.ecf.discovery,2.0.0.v20080916-1301,org.eclipse.ecf.discovery,1238123470121
