what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238675659114
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1238675660453
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1238675673361
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.cut,1238675673913
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1238675676572
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1238675688428
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1238675694914
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238675696277
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238675697048
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238675697226
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238675701113
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238675703968
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238675704569
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1238675710507
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1238675719520
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238675721737
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238675731453
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1238675737932
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238675739977
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238675740462
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238675740636
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238675744272
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238675745561
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238675746165
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238675746328
