what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.team.cvs.core,3.3.101.r34x_20080827,org.eclipse.team.cvs.core,1238158590366
started,bundle,org.eclipse.team.cvs.ui,3.3.100.I20080604,org.eclipse.team.cvs.ui,1238158590382
started,bundle,org.eclipse.ui.views.log,1.0.0.v20080803-1700,org.eclipse.ui.views.log,1238158590389
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1238158592822
started,bundle,org.eclipse.jdt.junit,3.4.0.v20080603-2000,org.eclipse.jdt.junit,1238158593287
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238158593684
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238158653135
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238158653757
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238158654233
started,bundle,org.eclipse.mylyn.resources.ui,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.resources.ui,1238158654265
started,bundle,org.eclipse.mylyn.java.ui,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.java.ui,1238158654284
started,bundle,org.eclipse.mylyn.pde.ui,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.pde.ui,1238158654305
started,bundle,org.eclipse.mylyn.ide.ant,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.ide.ant,1238158654321
closed,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238158654452
stopped,bundle,com.cloudgarden.jigloo,4.2.0,com.cloudgarden.jigloo,1238158654833
stopped,bundle,org.eclipse.mylyn.ide.ant,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.ide.ant,1238158654834
stopped,bundle,org.eclipse.mylyn.pde.ui,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.pde.ui,1238158654834
stopped,bundle,org.eclipse.pde.api.tools.ui,1.0.0.v20080730_r341,org.eclipse.pde.api.tools.ui,1238158654857
stopped,bundle,org.eclipse.pde.p2.ui,1.0.0.v20080604-2000,org.eclipse.pde.p2.ui,1238158654879
