what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238528482155
opened,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1238528482231
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1238528482297
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1238528484183
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238528486390
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238528490632
opened,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1238528490698
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1238528490756
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1238528491702
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238528493247
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238528495964
opened,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1238528496036
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1238528496096
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1238528496996
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238528501226
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238528505673
opened,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1238528505738
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1238528505802
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1238528506651
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238528507838
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.selectAll,1238528513755
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238528515043
opened,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1238528515114
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1238528515178
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238528516139
