what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1238528549762
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1238528552809
started,bundle,org.eclipse.ecf.ui,2.0.0.v20080916-1301,org.eclipse.ecf.ui,1238528553055
started,bundle,org.eclipse.ecf.provider.msn.ui,1.3.0.v20080916-1301,org.eclipse.ecf.provider.msn.ui,1238528553063
started,bundle,org.eclipse.ecf.provider.irc.ui,1.3.0.v20080916-1301,org.eclipse.ecf.provider.irc.ui,1238528553070
started,bundle,org.eclipse.ecf.filetransfer.ui,1.4.0.v20080916-1301,org.eclipse.ecf.filetransfer.ui,1238528553128
started,bundle,org.eclipse.ecf.provider.bittorrent.ui,0.2.0.v20080916-1301,org.eclipse.ecf.provider.bittorrent.ui,1238528553134
started,bundle,org.eclipse.ecf.example.collab,1.3.0.v20080916-1301,org.eclipse.ecf.example.collab,1238528553175
started,bundle,org.eclipse.ecf.provider.xmpp.ui,2.0.0.v20080916-1301,org.eclipse.ecf.provider.xmpp.ui,1238528553185
started,bundle,org.eclipse.mylyn.java.tasks,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.java.tasks,1238528553274
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1238528553961
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1238528554691
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1238528557053
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1238528557872
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1238528558706
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1238528559016
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1238528559185
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1238528559809
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1238528560290
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1238528562384
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1238528562739
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.saveAll,1238528567009
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238528568761
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238528569614
started,bundle,org.eclipse.mylyn.resources.ui,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.resources.ui,1238528569651
