what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1238674680403
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1238674685418
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1238674695701
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238674698704
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238674698755
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.undo,1238674714397
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238674717810
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238674718306
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238674718839
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238674719568
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238674719933
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238674721147
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1238674724721
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1238674728159
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1238674734885
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1238674743497
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238674749938
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238674750043
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238674759595
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238674760958
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1238674767921
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238674770510
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1238674770595
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1238674774964
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1238674788199
