what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1238674615871
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1238674621270
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1238674621473
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1238674627451
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1238674630032
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1238674638719
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1238674647902
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1238674652502
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1238674656567
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1238674657697
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.undo,1238674659884
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1238674661040
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1238674663386
started,bundle,org.eclipse.ecf.ui,2.0.0.v20080916-1301,org.eclipse.ecf.ui,1238674663974
started,bundle,org.eclipse.ecf.provider.msn.ui,1.3.0.v20080916-1301,org.eclipse.ecf.provider.msn.ui,1238674663976
started,bundle,org.eclipse.ecf.provider.irc.ui,1.3.0.v20080916-1301,org.eclipse.ecf.provider.irc.ui,1238674663977
started,bundle,org.eclipse.ecf.filetransfer.ui,1.4.0.v20080916-1301,org.eclipse.ecf.filetransfer.ui,1238674663987
started,bundle,org.eclipse.ecf.provider.bittorrent.ui,0.2.0.v20080916-1301,org.eclipse.ecf.provider.bittorrent.ui,1238674663988
started,bundle,org.eclipse.ecf.example.collab,1.3.0.v20080916-1301,org.eclipse.ecf.example.collab,1238674663996
started,bundle,org.eclipse.ecf.provider.xmpp.ui,2.0.0.v20080916-1301,org.eclipse.ecf.provider.xmpp.ui,1238674663997
started,bundle,org.eclipse.mylyn.java.tasks,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.java.tasks,1238674663998
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1238674664744
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1238674674052
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1238674677185
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1238674678600
